,0,1,2,3,4,5
0,0.064087726,0.68332016,0.04886835,0.06842409,0.0400669,0.09523279
1,0.058669757,0.61533725,0.03513097,0.10233576,0.03345824,0.15506798
2,0.029318402,0.8540674,0.024194166,0.027139584,0.018903652,0.046376754
3,0.05789635,0.7563518,0.047326494,0.042616136,0.04097452,0.05483469
4,0.074151084,0.6678102,0.073003545,0.060657106,0.049801156,0.07457688
5,0.034605235,0.7804856,0.042251114,0.03717423,0.03331547,0.07216835
6,0.16170274,0.4600485,0.09528162,0.08307856,0.099131,0.1007575
7,0.11498894,0.5309669,0.07970259,0.07455651,0.06038973,0.13939536
8,0.025885226,0.8525789,0.025451355,0.028924441,0.024077935,0.043082274
9,0.038121413,0.8546282,0.017898692,0.024996335,0.02036818,0.04398713
10,0.12678586,0.1168158,0.48706198,0.053882953,0.05668835,0.15876517
11,0.10552931,0.4326084,0.10731602,0.11195242,0.0947672,0.14782669
12,0.06601921,0.48648393,0.103491046,0.0675204,0.052400276,0.2240851
13,0.1741664,0.31875274,0.18766852,0.08446921,0.09172439,0.14321877
14,0.024778826,0.8801125,0.014880388,0.026866194,0.015459653,0.037902493
15,0.10286287,0.58636165,0.089228705,0.0660364,0.051940687,0.10356972
16,0.0072234613,0.9614066,0.0055163987,0.0086105615,0.006261074,0.010981885
17,0.13924092,0.67438763,0.04315245,0.05351111,0.03544906,0.054258764
18,0.082906336,0.6469939,0.052090544,0.051215924,0.044945538,0.121847756
19,0.2526719,0.35062146,0.08128748,0.107278556,0.0651066,0.14303401
20,0.022358043,0.86956245,0.017831963,0.022482613,0.01568775,0.05207723
21,0.04301621,0.8139954,0.032696433,0.032856096,0.026305748,0.05113007
22,0.1158225,0.25582653,0.34629074,0.060789376,0.053989984,0.16728087
23,0.12391967,0.3159138,0.16507342,0.09989972,0.11389281,0.18130055
24,0.050037865,0.75695306,0.0432598,0.038884234,0.031914014,0.07895112
25,0.06354277,0.45279995,0.13909768,0.054160297,0.04950874,0.24089058
26,0.030762406,0.8008937,0.025194315,0.05607777,0.02333326,0.06373848
27,0.057971183,0.6822843,0.04300783,0.046263207,0.03708248,0.13339108
28,0.04733762,0.8118773,0.023958204,0.0313343,0.02313624,0.062356334
29,0.09108982,0.5488026,0.104983166,0.073862985,0.070199445,0.11106201
30,0.09366613,0.55575335,0.059700556,0.098814815,0.052591454,0.13947366
31,0.0549948,0.6975542,0.052300338,0.04877106,0.04437733,0.102002315
32,0.07813442,0.64009064,0.066885084,0.062214736,0.051294886,0.101380266
33,0.16947657,0.3934647,0.08832405,0.12219877,0.0678039,0.15873195
34,0.15137005,0.30280584,0.1257569,0.12351972,0.08710495,0.20944253
35,0.10872496,0.49493945,0.0776427,0.09906256,0.072914265,0.14671609
36,0.035351288,0.8079951,0.022273233,0.026653916,0.020480238,0.087246224
37,0.034458973,0.8194115,0.027729271,0.041489996,0.0247074,0.05220296
38,0.023698153,0.8257878,0.02170779,0.024968702,0.0210632,0.08277439
39,0.025318533,0.8702408,0.020249793,0.022456061,0.014607561,0.04712728
40,0.11987808,0.62576365,0.06549965,0.057927318,0.060008056,0.070923224
41,0.041642014,0.85696846,0.015981534,0.02251379,0.017208884,0.045685302
42,0.07112395,0.6446173,0.077355735,0.057108566,0.047376394,0.10241807
43,0.11455781,0.49931097,0.09353681,0.074450925,0.073388144,0.1447554
44,0.06233654,0.6664917,0.07548117,0.0548348,0.050988033,0.08986779
45,0.034085438,0.79027313,0.044251706,0.03256528,0.028102817,0.0707216
46,0.022120975,0.8831375,0.025455864,0.021349987,0.017334003,0.030601766
47,0.07743578,0.64329386,0.05976063,0.066322885,0.05478079,0.09840612
48,0.16981566,0.3573685,0.106587835,0.16048689,0.087520726,0.11822038
49,0.09006551,0.36216098,0.064354524,0.063708454,0.06331532,0.3563952
50,0.08749539,0.55732113,0.083451666,0.070856445,0.059147567,0.14172786
51,0.109147176,0.4981529,0.10895098,0.08205033,0.07923282,0.122465745
52,0.09022064,0.62362635,0.080102436,0.054611143,0.045201715,0.106237665
53,0.07713824,0.6918623,0.06650775,0.04774184,0.043451037,0.07329888
54,0.15205875,0.29154813,0.09885684,0.08890768,0.13381845,0.23481005
55,0.35303718,0.2096576,0.085432686,0.10162212,0.07351453,0.17673595
56,0.025769372,0.8548475,0.014593536,0.021395158,0.017117688,0.06627672
57,0.1284104,0.48923835,0.08017507,0.1045711,0.071192734,0.12641238
58,0.070916496,0.6051085,0.081469856,0.05784696,0.050725445,0.13393284
59,0.05836031,0.6676487,0.065936066,0.05544468,0.049243256,0.103367105
60,0.23279469,0.42574003,0.07160578,0.09086099,0.06948447,0.109514095
61,0.114716716,0.520971,0.11997856,0.068625845,0.06419943,0.11150845
62,0.09021012,0.7512298,0.027288575,0.034137648,0.027917342,0.06921652
63,0.0942375,0.64132226,0.0638101,0.062764965,0.057834838,0.080030344
64,0.19267051,0.26065934,0.20461163,0.090380356,0.11116106,0.14051716
65,0.102801986,0.4470808,0.12687989,0.08061294,0.07202731,0.1705971
66,0.015705839,0.92803925,0.0110676875,0.013953604,0.009657961,0.021575619
67,0.11875638,0.27036777,0.10166392,0.11084599,0.19410561,0.20426027
68,0.016003374,0.91618305,0.010877271,0.01475636,0.010529113,0.0316507
69,0.069579154,0.7820106,0.021772603,0.03965061,0.025690086,0.061296944
70,0.030037252,0.84507924,0.024693077,0.028047498,0.022201918,0.04994105
71,0.11445529,0.1810975,0.21345082,0.09431603,0.065676965,0.33100346
72,0.055554092,0.7690916,0.035390932,0.045842074,0.031886436,0.06223474
73,0.05444343,0.7483294,0.041473746,0.042092595,0.034825467,0.078835234
74,0.024672234,0.8677751,0.021018825,0.023066338,0.01744495,0.046022497
75,0.037755296,0.787783,0.03462969,0.03544354,0.029357567,0.07503095
76,0.05618406,0.6513491,0.0751713,0.05385469,0.045476537,0.11796432
77,0.21026094,0.059257243,0.31007007,0.24411134,0.052524902,0.12377543
78,0.20081052,0.526117,0.06135246,0.06739323,0.046229865,0.09809689
79,0.05244833,0.7623593,0.04592505,0.040056188,0.037268642,0.06194241
80,0.03965025,0.82757133,0.032661933,0.034285016,0.029831603,0.035999864
81,0.05222495,0.76609707,0.03893373,0.040470444,0.034138914,0.0681349
82,0.08672051,0.60448956,0.07445726,0.06427043,0.050687462,0.11937483
83,0.21161419,0.39114133,0.101834245,0.089644276,0.089444056,0.11632191
84,0.21740092,0.48808542,0.059941724,0.08189039,0.054952696,0.09772879
85,0.035015326,0.83097064,0.025913376,0.028430097,0.022144696,0.057525918
86,0.032619897,0.8297831,0.022169992,0.02640271,0.022025907,0.06699836
87,0.054071892,0.7288465,0.048631404,0.042430587,0.033274084,0.09274538
88,0.023877017,0.8951003,0.017207174,0.019101363,0.01494957,0.029764602
89,0.024339858,0.8871816,0.018970232,0.021062747,0.018622639,0.029822944
90,0.027058946,0.87374824,0.01682622,0.023122963,0.017158117,0.042085513
91,0.034803964,0.792226,0.037745513,0.031773392,0.023078986,0.080372214
92,0.031717353,0.8591171,0.022011703,0.024914093,0.018958597,0.043281212
93,0.04047231,0.76625717,0.0403071,0.042752523,0.036114983,0.07409596
94,0.058731887,0.74471444,0.044796057,0.04976317,0.037490293,0.06450421
95,0.03808631,0.815277,0.029894942,0.03140218,0.025214221,0.06012539
96,0.05133163,0.7443918,0.033838604,0.03914298,0.03550656,0.0957884
97,0.05853539,0.70224786,0.049477264,0.046665464,0.04316206,0.09991192
98,0.072392836,0.7390609,0.045340024,0.041092753,0.035065606,0.06704783
99,0.060457725,0.67138666,0.062243853,0.062847815,0.041591167,0.10147272
100,0.11129317,0.47295073,0.09811743,0.07961077,0.100056686,0.13797121
101,0.32646748,0.22592543,0.10179385,0.11014496,0.07888785,0.15678042
102,0.041297283,0.8350296,0.029510332,0.029846832,0.024151456,0.040164385
103,0.08617999,0.5143241,0.080369964,0.08515946,0.064268894,0.16969763
104,0.15393116,0.30576608,0.13608164,0.14645064,0.08972778,0.16804269
105,0.14056876,0.45055172,0.09489616,0.115898125,0.070169166,0.12791614
106,0.17317736,0.41847268,0.0710892,0.11170939,0.13733251,0.08821881
107,0.072155684,0.6772731,0.064146645,0.055747844,0.04786496,0.082811676
108,0.18930526,0.41529748,0.028926872,0.051711697,0.036231052,0.2785276
109,0.16359061,0.30997065,0.13853186,0.096175425,0.09278667,0.19894476
110,0.04402395,0.82633877,0.030602649,0.032732945,0.026526613,0.03977496
111,0.14197922,0.4578948,0.091740415,0.10366027,0.08460403,0.12012122
112,0.09977408,0.5998368,0.047833037,0.13434184,0.05006111,0.068153135
113,0.020428995,0.88886,0.02154251,0.024243928,0.016306747,0.028617851
114,0.07043511,0.6796034,0.076716036,0.050661214,0.042964093,0.07962012
115,0.035457235,0.83770186,0.0318753,0.030677194,0.026878845,0.03740963
116,0.077056095,0.55120933,0.052753694,0.058315217,0.057939276,0.20272635
117,0.13244943,0.54831386,0.08151867,0.10466431,0.06688716,0.0661665
118,0.19413812,0.25710636,0.17277196,0.10959264,0.12460048,0.1417904
119,0.03689833,0.8291111,0.025938004,0.0298501,0.02499465,0.05320782
120,0.039078105,0.82606864,0.034332503,0.032215774,0.029183954,0.03912088
121,0.027374413,0.85520655,0.02598676,0.02404605,0.018518405,0.04886768
122,0.06612118,0.6567602,0.070738755,0.054046046,0.047764897,0.1045688
123,0.05639808,0.77648544,0.03275064,0.037515335,0.030960405,0.06589002
124,0.08950102,0.54748327,0.072347715,0.07511261,0.065433525,0.15012178
125,0.09375525,0.6143429,0.06564263,0.07487652,0.05779504,0.093587674
126,0.06439577,0.74600524,0.04026569,0.04909858,0.031722188,0.06851255
127,0.049433142,0.79500145,0.03682536,0.037308034,0.026778856,0.054653157
128,0.1448379,0.40178943,0.08521657,0.11902965,0.062053077,0.18707334
129,0.055046085,0.759423,0.04056869,0.046075404,0.030722868,0.06816386
130,0.009919302,0.93413717,0.008998664,0.011605241,0.008994267,0.02634523
131,0.016289866,0.8934397,0.017249813,0.017980302,0.0144640785,0.04057639
132,0.20524573,0.24508736,0.14913677,0.10522003,0.13325575,0.16205435
133,0.11645379,0.48764077,0.15040575,0.071324885,0.055103447,0.1190713
134,0.067593545,0.66425765,0.0640673,0.06199652,0.051826645,0.0902584
135,0.020148858,0.8928047,0.017769692,0.019404951,0.016397376,0.03347454
136,0.006218115,0.97351575,0.0033111593,0.005318975,0.0037726788,0.007863357
137,0.05810761,0.7430263,0.052783962,0.042309158,0.036305416,0.06746762
138,0.04223583,0.82223094,0.028140007,0.035360534,0.027797295,0.044235405
139,0.024628267,0.87161624,0.025472637,0.02321595,0.01934085,0.035726123
140,0.06058671,0.71386105,0.050659314,0.053669307,0.041917358,0.07930637
141,0.021621954,0.81082994,0.02721179,0.024849359,0.01885289,0.09663424
142,0.15328787,0.413873,0.13290514,0.088150725,0.09167105,0.12011223
143,0.0029377458,0.9866909,0.001657313,0.0030679512,0.0021437786,0.003502392
144,0.033913102,0.81056046,0.026656108,0.032020856,0.025036952,0.0718125
145,0.08753315,0.65414417,0.07617029,0.05788759,0.049397726,0.074867114
146,0.049902674,0.75684255,0.0401331,0.043998633,0.0387588,0.07036428
147,0.058902662,0.65640444,0.082444206,0.05237911,0.046471715,0.10339788
148,0.103260465,0.19692054,0.17406014,0.098683186,0.07413688,0.35293874
149,0.08840477,0.61832356,0.07539582,0.08064009,0.058838837,0.07839682
150,0.03724296,0.8050449,0.028131375,0.03546181,0.02834012,0.06577882
151,0.07728132,0.58808935,0.076424666,0.07098274,0.06721565,0.12000616
152,0.027787898,0.8524914,0.031077772,0.026160387,0.021863075,0.04061945
